eps    err    monotone
1    0.0752952038237395    True
0.5    0.202072605946332    True
0.25    0.614851538733011    True
0.1    3.48381271763297    True
0.05    13.436215769456    True
0.01    66.912371535272    True
0.005    87.2920814364793    True
0.001    199.077096604413    True
0.0001    367.721959282524    True
