eps    err    monotone
1    0.00577775329110667    True
0.5    0.0152198080034971    True
0.25    0.0426798746922715    True
0.1    0.16187929276789    True
0.05    0.51473059218737    True
0.01    9.19958710171143    True
0.005    17.6727981143957    True
0.001    30.6226223101813    True
0.0001    164.216279419776    True
