eps    err    monotone
1    0.00799859173570283    True
0.5    0.0157924854261064    True
0.25    0.0368841236067989    True
0.1    0.144379810679022    True
0.05    0.35453837816671    True
0.01    1.75013352238918    True
0.005    2.68347168038163    True
0.001    3.57833797102688    True
0.0001    3.79334754074854    True
