eps    err    monotone
1    0.0077295331948779    True
0.5    0.016051599801085    True
0.25    0.0362962181282474    True
0.1    0.104910285585191    True
0.05    0.28533003870721    True
0.01    4.6313677402354    True
0.005    8.86844887268399    True
0.001    15.2162866610854    True
0.0001    41.3566784474675    True
