x_i    u(x_i)
0    0.33818907473948
0.03125    2.94475547438536
0.0625    0.411071377272523
0.09375    2.82186245752709
0.125    0.467526703903701
0.15625    2.71646224525825
0.1875    0.511605982172261
0.21875    2.62480070152302
0.25    0.546196493885499
0.28125    2.5441276660964
0.3125    0.573400924090524
0.34375    2.47238511030156
0.375    0.594779747561101
0.40625    2.40800368522087
0.4375    0.611510503689154
0.46875    2.34976646972302
0.5    0.624495014154098
0.53125    2.29671557091071
0.5625    0.634433127972458
0.59375    2.24808674782001
0.625    0.641874432708501
0.65625    2.20326278038181
0.6875    0.647255152049318
0.71875    2.16173963652639
0.75    0.650924891951548
0.78125    2.12310154087134
0.8125    0.653166308508882
0.84375    2.08700234052708
0.875    0.654209761614116
0.90625    2.05315139517924
0.9375    0.654244364734764
0.96875    2.02130276435165
1    0.653426409720027
