eps    err    monotone
1    0.00514492058372914    True
0.5    0.0114813441435787    True
0.25    0.0298600316438543    True
0.1    0.136846455540581    True
0.05    0.349906343345863    True
0.01    4.49686546369702    True
0.005    6.65569644911781    True
0.001    8.20639453196426    True
0.0001    8.5062198035846    True
