t    error
0    0
0.015625    2.58352228428924
0.03125    0.922293111805328
0.046875    0.703422384686891
0.0625    0.558597740965316
0.078125    0.463376824639627
0.09375    0.391745878823313
0.109375    0.348546468369504
0.125    0.302029081978672
0.140625    0.274987615132882
0.15625    0.251684404963803
0.171875    0.227382012581623
0.1875    0.209732201279977
0.203125    0.196837828523355
0.21875    0.183183391788477
0.234375    0.169428048091813
0.25    0.160560298160173
0.265625    0.152611805335812
0.28125    0.144346412128582
0.296875    0.136004865679284
0.3125    0.129395033744506
0.328125    0.124394646894244
0.34375    0.119183005756018
0.359375    0.113872700977857
0.375    0.108550153528519
0.390625    0.104591471611515
0.40625    0.101218357476507
0.421875    0.0977393378149616
0.4375    0.094203868977516
0.453125    0.0906518136466472
0.46875    0.0874868525025496
0.484375    0.0851777919562258
0.5    0.0827975962484184
0.515625    0.0803719405763736
0.53125    0.0779223603120327
0.546875    0.0754668055578001
0.5625    0.0733444488972945
0.578125    0.0716856975132574
0.59375    0.0699866482102851
0.609375    0.0682601687212903
0.625    0.0665173511293138
0.640625    0.0647677147401216
0.65625    0.0630193904574972
0.671875    0.0617953360392942
0.6875    0.0605628504246614
0.703125    0.0593097198228087
0.71875    0.0580423561786669
0.734375    0.0567663980653443
0.75    0.0554867877120779
0.765625    0.0542078418314329
0.78125    0.0533012744231232
0.796875    0.0523779825445936
0.8125    0.0514414606001212
0.828125    0.0504953106147843
0.84375    0.0495427565708972
0.859375    0.0485866771031129
0.875    0.0476296359311235
0.890625    0.0468053246053257
0.90625    0.0461058360390565
0.921875    0.0453964320760392
0.9375    0.0446793208077945
0.953125    0.0439565088088068
0.96875    0.0432298162599265
0.984375    0.0425008911878911
1    0.0417712228285461
1.015625    0.0411299286605661
1.03125    0.0405865580125787
1.046875    0.0400364985826631
1.0625    0.0394810786536585
1.078125    0.038921519269664
1.09375    0.0383589413445303
1.109375    0.0377943724059316
1.125    0.0372287529769828
1.140625    0.0366629426008983
1.15625    0.0362211476726141
1.171875    0.0357904661503814
1.1875    0.0353555657684765
1.203125    0.0349172407989924
1.21875    0.0344762280223103
1.234375    0.0340332101407365
1.25    0.033588819034031
1.265625    0.033143638857996
1.28125    0.0326982089883651
1.296875    0.0323344187120131
1.3125    0.031990765822336
1.328125    0.0316440857658596
1.34375    0.031294887254847
1.359375    0.0309436460468449
1.375    0.030590806693951
1.390625    0.0302367842200837
1.40625    0.0298819657267866
1.421875    0.029526711928256
1.4375    0.0291821687565639
1.453125    0.0289059417271985
1.46875    0.0286273259270529
1.484375    0.028346665121708
1.5    0.0280642831481426
1.515625    0.0277804848599337
1.53125    0.0274955570383942
1.546875    0.0272097692696828
1.5625    0.0269233747880298
1.578125    0.0266366112855226
1.59375    0.0263497016887184
1.609375    0.0261213767539423
1.625    0.0258940988260648
1.640625    0.0256652866878822
1.65625    0.0254351579862255
1.671875    0.0252039188358445
1.6875    0.0249717643190638
1.703125    0.024738878969119
1.71875    0.0245054372364842
1.734375    0.0242716039388904
1.75    0.0240375346946459
1.765625    0.0238150143053478
1.78125    0.0236284463899224
1.796875    0.0234406340102169
1.8125    0.0232517299297758
1.828125    0.0230618795954517
1.84375    0.0228712214237885
1.859375    0.0226798870788661
1.875    0.0224880017416525
1.890625    0.0222956843707739
1.90625    0.0221030479550683
1.921875    0.0219101997575251
1.9375    0.0217172415511969
1.953125    0.0215617847034856
1.96875    0.0214057469235248
1.984375    0.0212488625161318
2    0.0210912330501787
2.015625    0.020932955619405
2.03125    0.0207741230033794
2.046875    0.0206148238243635
2.0625    0.0204551426992689
2.078125    0.0202951603875508
2.09375    0.0201349539345607
2.109375    0.0199745968104691
2.125    0.0198204297789466
2.140625    0.0196900951412473
2.15625    0.01955905987946
2.171875    0.0194273975113645
2.1875    0.0192951786017126
2.203125    0.0191624708590183
2.21875    0.0190293392299713
2.234375    0.0188958459915085
2.25    0.0187620508403544
2.265625    0.0186280109803065
2.28125    0.0184937812070686
2.296875    0.0183594139906846
2.3125    0.018224959555775
2.328125    0.0181121042380256
2.34375    0.0180015511718313
2.359375    0.0178904992481007
2.375    0.0177789993083256
2.390625    0.0176671003045839
2.40625    0.0175548493566938
2.421875    0.0174422918083469
2.4375    0.017329471281731
2.453125    0.0172164297307764
2.46875    0.0171032074932805
2.484375    0.016989843341523
2.5    0.0168763745317364
2.515625    0.0167634203434347
2.53125    0.0166697206339442
2.546875    0.0165756017893067
2.5625    0.0164811015626701
2.578125    0.0163862564187132
2.59375    0.0162911015695933
2.609375    0.0161956710099961
2.625    0.0160999975515847
2.640625    0.0160041128564277
2.65625    0.0159080474700721
2.671875    0.015811830853461
2.6875    0.0157154914143633
2.703125    0.0156190565380256
2.71875    0.0155225526169584
2.734375    0.015436458528995
2.75    0.015356007818465
2.765625    0.0152752475783563
2.78125    0.0151942047750688
2.796875    0.0151129055192246
2.8125    0.0150313750878158
2.828125    0.0149496379458076
2.84375    0.0148677177675976
2.859375    0.0147856374577311
2.875    0.0147034191713387
2.890625    0.0146210843341186
2.90625    0.0145386536619304
2.921875    0.0144561471797782
2.9375    0.0143735842406048
2.953125    0.0143006231819164
2.96875    0.0142313225155308
2.984375    0.014161779137722
3    0.0140920129108923
3.015625    0.0140220431116792
3.03125    0.0139518884449978
3.046875    0.0138815670581274
3.0625    0.0138110965539544
3.078125    0.0137404940044928
3.09375    0.0136697759638387
3.109375    0.0135989584810242
3.125    0.0135280571125169
3.140625    0.013457086934563
3.15625    0.0133860625551315
3.171875    0.0133178450799932
3.1875    0.0132579413124984
