iteration    errorX    errorY
0    0.049067674327418    0.049067674327418
1    0.0488909997647979    0.0488909997647979
2    0.0487148903214759    0.0487148903214759
3    0.0485393443040312    0.0485393443040312
4    0.0483643600239111    0.0483643600239111
5    0.048189935797417    0.048189935797417
6    0.0480160699456908    0.0480160699456908
7    0.0478427607947017    0.0478427607947017
8    0.0476700066752323    0.0476700066752323
9    0.0474978059228656    0.0474978059228656
10    0.0473261568779711    0.0473261568779711
11    0.0471550578856919    0.0471550578856919
12    0.0469845072959311    0.0469845072959311
13    0.0468145034633385    0.0468145034633385
14    0.0466450447472975    0.0466450447472975
15    0.0464761295119117    0.0464761295119117
16    0.0463077561259917    0.0463077561259917
17    0.0461399229630422    0.0461399229630422
18    0.0459726284012486    0.0459726284012486
19    0.045805870823464    0.045805870823464
20    0.0456396486171963    0.0456396486171963
21    0.045473960174595    0.045473960174595
22    0.0453088038924383    0.0453088038924383
23    0.04514417817212    0.04514417817212
24    0.044980081419637    0.044980081419637
25    0.0448165120455761    0.0448165120455761
26    0.0446534684651012    0.0446534684651012
27    0.0444909490979405    0.0444909490979405
28    0.0443289523683739    0.0443289523683739
29    0.0441674767052202    0.0441674767052202
30    0.0440065205418242    0.0440065205418242
31    0.0438460823160442    0.0438460823160442
32    0.0436861604702397    0.0436861604702397
33    0.043526753451258    0.043526753451258
34    0.0433678597104225    0.0433678597104225
35    0.0432094777035198    0.0432094777035198
36    0.043051605890787    0.043051605890787
37    0.0428942427368997    0.0428942427368997
38    0.0427373867109594    0.0427373867109594
39    0.042581036286481    0.042581036286481
40    0.0424251899413812    0.0424251899413812
41    0.0422698461579659    0.0422698461579659
42    0.0421150034229188    0.0421150034229188
43    0.0419606602272902    0.0419606602272902
44    0.0418068150664857    0.0418068150664857
45    0.0416534664402571    0.0416534664402571
46    0.0415006128526922    0.0415006128526922
47    0.0413482528122074    0.0413482528122074
48    0.041196384831541    0.041196384831541
49    0.0410450074277474    0.0410450074277474
50    0.0408941191221937    0.0408941191221937
51    0.0407437184405581    0.0407437184405581
52    0.0405938039128293    0.0405938039128293
53    0.0404443740733087    0.0404443740733087
54    0.040295427460614    0.040295427460614
55    0.0401469626176849    0.0401469626176849
56    0.03999897809179    0.03999897809179
57    0.0398514724345362    0.0398514724345362
58    0.0397044442018786    0.0397044442018786
59    0.0395578919541323    0.0395578919541323
60    0.0394118142559846    0.0394118142559846
61    0.0392662096765086    0.0392662096765086
62    0.0391210767891764    0.0391210767891764
63    0.0389764141718731    0.0389764141718731
64    0.0388322204069105    0.0388322204069105
65    0.0386884940810406    0.0386884940810406
66    0.0385452337854681    0.0385452337854681
67    0.0384024381158621    0.0384024381158621
68    0.0382601056723675    0.0382601056723675
69    0.038118235059614    0.038118235059614
70    0.0379768248867241    0.0379768248867241
71    0.0378358737673201    0.0378358737673201
72    0.0376953803195283    0.0376953803195283
73    0.0375553431659822    0.0375553431659822
74    0.0374157609338235    0.0374157609338235
75    0.0372766322547012    0.0372766322547012
76    0.0371379557647683    0.0371379557647683
77    0.0369997301046776    0.0369997301046776
78    0.0368619539195739    0.0368619539195739
79    0.0367246258590858    0.0367246258590858
80    0.0365877445773146    0.0365877445773146
81    0.0364513087328218    0.0364513087328218
82    0.036315316988614    0.036315316988614
83    0.0361797680121274    0.0361797680121274
84    0.0360446604752096    0.0360446604752096
85    0.0359099930540999    0.0359099930540999
86    0.0357757644294085    0.0357757644294085
87    0.0356419732860945    0.0356419732860945
88    0.0355086183134417    0.0355086183134417
89    0.0353756982050342    0.0353756982050342
90    0.0352432116587308    0.0352432116587308
91    0.0351111573766375    0.0351111573766375
92    0.0349795340650805    0.0349795340650805
93    0.0348483404345774    0.0348483404345774
94    0.0347175751998083    0.0347175751998083
95    0.034587237079586    0.034587237079586
96    0.0344573247968259    0.0344573247968259
97    0.0343278370785156    0.0343278370785156
98    0.0341987726556838    0.0341987726556838
99    0.0340701302633695    0.0340701302633695
100    0.0339419086405905    0.0339419086405905
101    0.0338141065303124    0.0338141065303124
102    0.0336867226794168    0.0336867226794168
103    0.0335597558386708    0.0335597558386708
104    0.0334332047626949    0.0334332047626949
105    0.0333070682099328    0.0333070682099328
106    0.03318134494262    0.03318134494262
107    0.0330560337267537    0.0330560337267537
108    0.0329311333320622    0.0329311333320622
109    0.0328066425319752    0.0328066425319752
110    0.032682560103594    0.032682560103594
111    0.0325588848276628    0.0325588848276628
112    0.0324356154885394    0.0324356154885394
113    0.0323127508741673    0.0323127508741673
114    0.0321902897760477    0.0321902897760477
115    0.0320682309892124    0.0320682309892124
116    0.0319465733121967    0.0319465733121967
117    0.0318253155470132    0.0318253155470132
118    0.031704456499126    0.031704456499126
119    0.0315839949774255    0.0315839949774255
120    0.0314639297942038    0.0314639297942038
121    0.0313442597651303    0.0313442597651303
122    0.0312249837092281    0.0312249837092281
123    0.0311061004488511    0.0311061004488511
124    0.0309876088096615    0.0309876088096615
125    0.0308695076206077    0.0308695076206077
126    0.0307517957139029    0.0307517957139029
127    0.0306344719250042    0.0306344719250042
128    0.0305175350925923    0.0305175350925923
129    0.0304009840585517    0.0304009840585517
130    0.0302848176679514    0.0302848176679514
131    0.0301690347690258    0.0301690347690258
132    0.0300536342131571    0.0300536342131571
133    0.0299386148548567    0.0299386148548567
134    0.0298239755517486    0.0298239755517486
135    0.0297097151645521    0.0297097151645521
136    0.0295958325570656    0.0295958325570656
137    0.029482326596151    0.029482326596151
138    0.0293691961517175    0.0293691961517175
139    0.0292564400967074    0.0292564400967074
140    0.0291440573070811    0.0291440573070811
