iteration    errorX    errorY
0    0.049067674327418    0.049067674327418
1    0.0490085701647803    0.0490085701647803
2    0.0489495371956949    0.0489495371956949
3    0.0488905753344061    0.0488905753344061
4    0.0488316844952615    0.0488316844952615
5    0.0487728645927118    0.0487728645927118
6    0.0487141155413107    0.0487141155413107
7    0.0486554372557149    0.0486554372557149
8    0.0485968296506839    0.0485968296506839
9    0.0485382926410798    0.0485382926410798
10    0.0484798261418675    0.0484798261418675
11    0.048421430068114    0.048421430068114
12    0.0483631043349888    0.0483631043349888
13    0.0483048488577635    0.0483048488577635
14    0.0482466635518118    0.0482466635518118
15    0.0481885483326093    0.0481885483326093
16    0.0481305031157335    0.0481305031157335
17    0.0480725278168635    0.0480725278168635
18    0.04801462235178    0.04801462235178
19    0.0479567866363652    0.0479567866363652
20    0.0478990205866025    0.0478990205866025
21    0.0478413241185766    0.0478413241185766
22    0.0477836971484732    0.0477836971484732
23    0.0477261395925791    0.0477261395925791
24    0.0476686513672818    0.0476686513672818
25    0.0476112323890695    0.0476112323890695
26    0.0475538825745312    0.0475538825745312
27    0.047496601840356    0.047496601840356
28    0.0474393901033338    0.0474393901033338
29    0.0473822472803545    0.0473822472803545
30    0.0473251732884079    0.0473251732884079
31    0.0472681680445842    0.0472681680445842
32    0.0472112314660733    0.0472112314660733
33    0.0471543634701646    0.0471543634701646
34    0.0470975639742476    0.0470975639742476
35    0.0470408328958109    0.0470408328958109
36    0.0469841701524428    0.0469841701524428
37    0.0469275756618305    0.0469275756618305
38    0.0468710493417608    0.0468710493417608
39    0.0468145911101191    0.0468145911101191
40    0.04675820088489    0.04675820088489
41    0.0467018785841568    0.0467018785841568
42    0.0466456241261015    0.0466456241261015
43    0.0465894374290045    0.0465894374290045
44    0.0465333184112449    0.0465333184112449
45    0.0464772669912999    0.0464772669912999
46    0.046421283087745    0.046421283087745
47    0.0463653666192537    0.0463653666192537
48    0.0463095175045975    0.0463095175045975
49    0.0462537356626459    0.0462537356626459
50    0.0461980210123659    0.0461980210123659
51    0.0461423734728221    0.0461423734728221
52    0.0460867929631768    0.0460867929631768
53    0.0460312794026895    0.0460312794026895
54    0.045975832710717    0.045975832710717
55    0.0459204528067133    0.0459204528067133
56    0.0458651396102293    0.0458651396102293
57    0.0458098930409129    0.0458098930409129
58    0.0457547130185088    0.0457547130185088
59    0.0456995994628582    0.0456995994628582
60    0.0456445522938991    0.0456445522938991
61    0.0455895714316658    0.0455895714316658
62    0.0455346567962889    0.0455346567962889
63    0.0454798083079954    0.0454798083079954
64    0.045425025887108    0.045425025887108
65    0.0453703094540458    0.0453703094540458
66    0.0453156589293235    0.0453156589293235
67    0.0452610742335517    0.0452610742335517
68    0.0452065552874364    0.0452065552874364
69    0.0451521020117794    0.0451521020117794
70    0.0450977143274777    0.0450977143274777
71    0.0450433921555236    0.0450433921555236
72    0.0449891354170047    0.0449891354170047
73    0.0449349440331035    0.0449349440331035
74    0.0448808179250975    0.0448808179250975
75    0.044826757014359    0.044826757014359
76    0.0447727612223552    0.0447727612223552
77    0.0447188304706475    0.0447188304706475
78    0.0446649646808921    0.0446649646808921
79    0.0446111637748395    0.0446111637748395
80    0.0445574276743345    0.0445574276743345
81    0.0445037563013159    0.0445037563013159
82    0.0444501495778166    0.0444501495778167
83    0.0443966074259635    0.0443966074259635
84    0.0443431297679772    0.0443431297679772
85    0.0442897165261719    0.0442897165261719
86    0.0442363676229557    0.0442363676229557
87    0.0441830829808297    0.0441830829808297
88    0.0441298625223888    0.0441298625223888
89    0.0440767061703209    0.0440767061703209
90    0.044023613847407    0.044023613847407
91    0.0439705854765212    0.0439705854765212
92    0.0439176209806305    0.0439176209806305
93    0.0438647202827947    0.0438647202827947
94    0.0438118833061662    0.0438118833061662
95    0.04375910997399    0.04375910997399
96    0.0437064002096037    0.0437064002096037
97    0.043653753936437    0.043653753936437
98    0.0436011710780119    0.0436011710780119
99    0.0435486515579427    0.0435486515579427
100    0.0434961952999354    0.0434961952999354
101    0.0434438022277883    0.0434438022277883
102    0.0433914722653911    0.0433914722653911
103    0.0433392053367254    0.0433392053367254
104    0.0432870013658643    0.0432870013658643
105    0.0432348602769723    0.0432348602769723
106    0.0431827819943055    0.0431827819943055
107    0.0431307664422108    0.0431307664422108
108    0.0430788135451267    0.0430788135451267
109    0.0430269232275824    0.0430269232275824
110    0.0429750954141981    0.0429750954141981
111    0.0429233300296848    0.0429233300296848
112    0.0428716269988442    0.0428716269988442
113    0.0428199862465686    0.0428199862465686
114    0.0427684076978406    0.0427684076978406
115    0.0427168912777336    0.0427168912777336
116    0.0426654369114106    0.0426654369114106
117    0.0426140445241254    0.0426140445241254
118    0.0425627140412213    0.0425627140412213
119    0.042511445388132    0.042511445388132
120    0.0424602384903805    0.0424602384903805
121    0.0424090932735801    0.0424090932735801
122    0.0423580096634331    0.0423580096634331
123    0.0423069875857318    0.0423069875857318
124    0.0422560269663575    0.0422560269663575
