n    err
3    31.3213250899631
5    38.2331388756327
17    24.1959004104763
33    11.3985395491156
65    3.74921241970818
129    1.00782247448198
257    0.264290941218546
513    0.0678215641805741
1000    0.0180565522916177
10000    0.000184065518780033
