n    err
3    402.264972154428
5    225.197847057881
17    36.9590241262527
33    13.436215769456
65    3.24558285989443
129    0.746258655280482
257    0.183010459439035
513    0.0456494537445009
1000    0.0119870312368408
10000    0.000121645083276891
