x_i    u(x_i)
0.90625    0.68015599674579
0.91015625    0.682648786313269
0.9140625    0.685175554926692
0.91796875    0.687736610883052
0.921875    0.690332263876265
0.92578125    0.692962824997167
0.9296875    0.69562860673353
0.93359375    0.698329922970054
0.9375    0.70106708898838
0.94140625    0.70384042146709
0.9453125    0.706650238481709
0.94921875    0.709496859504708
0.953125    0.712380605405511
0.95703125    0.715301798450492
0.9609375    0.718260762302982
0.96484375    0.721257822023266
0.96875    0.724293304068592
0.97265625    0.727367536293164
0.9765625    0.730480847948154
0.98046875    0.733633569681694
0.984375    0.736826033538884
0.98828125    0.74005857296179
0.9921875    0.743331522789447
0.99609375    0.746645219257859
1    0.75
