iteration    errorX    errorY
0    0.38268343236509    0.831469612302546
1    0.283080457142544    0.61505876148353
2    0.209401657972957    0.454974270232264
3    0.154899616894936    0.336555788708855
4    0.114583100948019    0.24895869134669
5    0.0847599709156742    0.184160938769869
6    0.0626990595487997    0.136228428841515
7    0.0463800544742395    0.100771558554111
8    0.0343084803586119    0.0745432293375308
9    0.0253788366111348    0.0551414815826627
10    0.0187733569368952    0.0407895259992482
11    0.0138871192592588    0.0301730273378521
12    0.010272647666005    0.0223197391101713
13    0.00759893309042636    0.016510466396627
14    0.00562111988945824    0.0122132028196478
15    0.00415808225124015    0.00903441002395478
16    0.0030758369058278    0.00668297789582495
17    0.00227527309456921    0.0049435650405133
18    0.00168307612313978    0.00365687807003723
19    0.00124501328787496    0.00270508370164602
20    0.000920967308414955    0.00200101772407102
21    0.000681262434248153    0.00148020260135007
22    0.000503946774306874    0.00109494269575305
23    0.000372781968544289    0.000809956357250896
24    0.000275756097978697    0.000599144871412771
25    0.000203983647249162    0.000443202369765472
26    0.000150891779547635    0.000327847821016358
27    0.000111618403936253    0.000242517190966463
28    8.25669107663574E-05    0.000179396000656418
29    6.10767983870719E-05    0.000132703685554403
30    4.51800275267367E-05    9.81642182394937E-05
